time,priceBid,priceAsk,sizeBid,sizeAsk
2025-06-20 08:00:20+00:00,6.89,6.97,100.0,100.0
2025-06-20 08:00:20+00:00,6.89,6.97,100.0,200.0
2025-06-20 08:00:20+00:00,6.89,6.97,100.0,300.0
2025-06-20 08:00:20+00:00,6.93,6.98,100.0,100.0
2025-06-20 08:00:20+00:00,6.9,6.97,100.0,100.0
2025-06-20 08:00:20+00:00,6.9,6.98,100.0,200.0
2025-06-20 08:00:20+00:00,6.89,6.97,200.0,100.0
2025-06-20 08:00:20+00:00,6.89,6.98,200.0,300.0
2025-06-20 08:00:20+00:00,6.89,6.98,100.0,300.0
2025-06-20 08:00:20+00:00,6.9,6.96,100.0,100.0
2025-06-20 08:00:20+00:00,6.93,6.98,100.0,100.0
2025-06-20 08:00:21+00:00,7.31,7.5,100.0,300.0
2025-06-20 08:00:22+00:00,7.01,7.13,100.0,100.0
2025-06-20 08:00:22+00:00,7.01,7.13,200.0,100.0
2025-06-20 08:00:22+00:00,7.01,7.44,200.0,100.0
2025-06-20 08:00:22+00:00,7.01,7.44,300.0,100.0
2025-06-20 08:00:22+00:00,6.99,7.41,100.0,100.0
2025-06-20 08:00:22+00:00,7.0,7.44,200.0,100.0
2025-06-20 08:00:22+00:00,7.01,7.44,100.0,100.0
2025-06-20 08:00:22+00:00,7.0,7.44,200.0,200.0
2025-06-20 08:00:22+00:00,7.12,7.44,100.0,100.0
